Genotype,loc,Yield,Stage,Module,Year,Seas,Env
MT4133,Isabela,5.45655036,2,1,2012,DS,IsaD
MT4133,Laguna,4.888338119,2,1,2012,DS,LagD
MT4133,Nueva Ecija,8.049141725,2,1,2012,DS,NueD
MT4137,Agusan,3.280117044,2,1,2012,DS,AguD
MT4137,Isabela,5.493001142,2,1,2012,DS,IsaD
MT4137,Laguna,4.81429389,2,1,2012,DS,LagD
MT4137,Nueva Ecija,7.889643516,2,1,2012,DS,NueD
MT4138,Agusan,3.744329527,2,1,2012,DS,AguD
MT4138,Isabela,5.552091525,2,1,2012,DS,IsaD
MT4138,Laguna,4.628601168,2,1,2012,DS,LagD
MT4138,Nueva Ecija,7.568181541,2,1,2012,DS,NueD
MT4146,Agusan,4.438997631,2,1,2012,DS,AguD
MT4146,Isabela,5.753298569,2,1,2012,DS,IsaD
MT4146,Laguna,4.907254108,2,1,2012,DS,LagD
MT4146,Nueva Ecija,7.91030675,2,1,2012,DS,NueD
MT4148,Agusan,4.210799438,2,1,2012,DS,AguD
MT4148,Isabela,6.604164466,2,1,2012,DS,IsaD
MT4148,Laguna,5.670349711,2,1,2012,DS,LagD
MT4148,Nueva Ecija,8.097861322,2,1,2012,DS,NueD
MT4149,Agusan,4.215448232,2,1,2012,DS,AguD
MT4149,Isabela,5.907424468,2,1,2012,DS,IsaD
MT4149,Laguna,4.742370525,2,1,2012,DS,LagD
MT4149,Nueva Ecija,7.906407647,2,1,2012,DS,NueD
MT4150,Agusan,4.20418857,2,1,2012,DS,AguD
MT4150,Isabela,5.809601216,2,1,2012,DS,IsaD
MT4150,Laguna,5.344356894,2,1,2012,DS,LagD
MT4150,Nueva Ecija,7.951767292,2,1,2012,DS,NueD
MT4152,Agusan,4.481148827,2,1,2012,DS,AguD
MT4152,Isabela,6.014719246,2,1,2012,DS,IsaD
MT4152,Laguna,5.14614298,2,1,2012,DS,LagD
MT4152,Nueva Ecija,7.982504694,2,1,2012,DS,NueD
MT4154,Agusan,3.893943768,2,1,2012,DS,AguD
MT4154,Isabela,5.623606574,2,1,2012,DS,IsaD
MT4154,Laguna,5.01524744,2,1,2012,DS,LagD
MT4154,Nueva Ecija,7.775848429,2,1,2012,DS,NueD
MT4158,Agusan,4.49472396,2,1,2012,DS,AguD
MT4158,Isabela,6.005001409,2,1,2012,DS,IsaD
MT4158,Laguna,5.363772007,2,1,2012,DS,LagD
MT4158,Nueva Ecija,7.879985256,2,1,2012,DS,NueD
MT4161,Agusan,3.566039887,2,1,2012,DS,AguD
MT4161,Isabela,5.362470408,2,1,2012,DS,IsaD
MT4161,Laguna,4.795744705,2,1,2012,DS,LagD
MT4161,Nueva Ecija,7.591232859,2,1,2012,DS,NueD
MT4171,Agusan,4.444434655,2,1,2012,DS,AguD
MT4171,Isabela,5.978026603,2,1,2012,DS,IsaD
MT4171,Laguna,5.048249456,2,1,2012,DS,LagD
MT4171,Nueva Ecija,7.762447462,2,1,2012,DS,NueD
MT4179,Agusan,4.145230117,2,1,2012,DS,AguD
MT4179,Isabela,5.613205883,2,1,2012,DS,IsaD
MT4179,Laguna,5.508377606,2,1,2012,DS,LagD
MT4179,Nueva Ecija,8.174157027,2,1,2012,DS,NueD
MT4180,Agusan,4.038533878,2,1,2012,DS,AguD
MT4180,Isabela,5.413088158,2,1,2012,DS,IsaD
MT4180,Laguna,4.763852588,2,1,2012,DS,LagD
MT4180,Nueva Ecija,7.597874066,2,1,2012,DS,NueD
MT4188,Agusan,4.140444566,2,1,2012,DS,AguD
MT4188,Isabela,5.578359798,2,1,2012,DS,IsaD
MT4188,Laguna,4.965544575,2,1,2012,DS,LagD
MT4188,Nueva Ecija,8.286180932,2,1,2012,DS,NueD
MT4194,Agusan,4.060834489,2,1,2012,DS,AguD
MT4194,Isabela,5.506777397,2,1,2012,DS,IsaD
MT4194,Laguna,5.001954233,2,1,2012,DS,LagD
MT4194,Nueva Ecija,8.084787921,2,1,2012,DS,NueD
MT4195,Agusan,4.264688476,2,1,2012,DS,AguD
MT4195,Isabela,5.311760327,2,1,2012,DS,IsaD
MT4195,Laguna,5.010119799,2,1,2012,DS,LagD
MT4195,Nueva Ecija,7.498069611,2,1,2012,DS,NueD
MT4196,Agusan,4.050427117,2,1,2012,DS,AguD
MT4196,Isabela,5.626977544,2,1,2012,DS,IsaD
MT4196,Laguna,4.778416318,2,1,2012,DS,LagD
MT4196,Nueva Ecija,8.416085702,2,1,2012,DS,NueD
MT4201,Agusan,3.104402348,2,1,2012,DS,AguD
MT4201,Isabela,5.205782431,2,1,2012,DS,IsaD
MT4201,Laguna,3.949613061,2,1,2012,DS,LagD
MT4201,Nueva Ecija,6.6588712,2,1,2012,DS,NueD
MT4205,Agusan,4.096559336,2,1,2012,DS,AguD
MT4205,Isabela,6.147084789,2,1,2012,DS,IsaD
MT4205,Laguna,4.642564301,2,1,2012,DS,LagD
MT4205,Nueva Ecija,7.413882823,2,1,2012,DS,NueD
MT4206,Agusan,4.488257875,2,1,2012,DS,AguD
MT4206,Isabela,5.796814085,2,1,2012,DS,IsaD
MT4206,Laguna,5.678075118,2,1,2012,DS,LagD
MT4206,Nueva Ecija,8.204208227,2,1,2012,DS,NueD
MT4209,Agusan,4.062253037,2,1,2012,DS,AguD
MT4209,Isabela,5.754549602,2,1,2012,DS,IsaD
MT4209,Laguna,5.048661213,2,1,2012,DS,LagD
MT4209,Nueva Ecija,7.67599791,2,1,2012,DS,NueD
MT4213,Agusan,4.294390371,2,1,2012,DS,AguD
MT4213,Isabela,5.712368991,2,1,2012,DS,IsaD
MT4213,Laguna,5.087131576,2,1,2012,DS,LagD
MT4213,Nueva Ecija,7.889614225,2,1,2012,DS,NueD
MT4217,Agusan,4.44719857,2,1,2012,DS,AguD
MT4217,Isabela,5.785553346,2,1,2012,DS,IsaD
MT4217,Laguna,5.320238886,2,1,2012,DS,LagD
MT4217,Nueva Ecija,8.007566085,2,1,2012,DS,NueD
MT4220,Agusan,4.19319818,2,1,2012,DS,AguD
MT4220,Isabela,5.672281692,2,1,2012,DS,IsaD
MT4220,Laguna,5.059189701,2,1,2012,DS,LagD
MT4220,Nueva Ecija,7.937144355,2,1,2012,DS,NueD
MT4226,Agusan,4.633559784,2,1,2012,DS,AguD
MT4226,Isabela,5.978059695,2,1,2012,DS,IsaD
MT4226,Laguna,5.223055587,2,1,2012,DS,LagD
MT4226,Nueva Ecija,8.51091436,2,1,2012,DS,NueD
MT4232,Agusan,4.297437446,2,1,2012,DS,AguD
MT4232,Isabela,6.199393086,2,1,2012,DS,IsaD
MT4232,Laguna,5.533564675,2,1,2012,DS,LagD
MT4232,Nueva Ecija,7.960031341,2,1,2012,DS,NueD
MT4234,Agusan,3.604366578,2,1,2012,DS,AguD
MT4234,Isabela,5.838966246,2,1,2012,DS,IsaD
MT4234,Laguna,4.872761642,2,1,2012,DS,LagD
MT4234,Nueva Ecija,7.863035685,2,1,2012,DS,NueD
MT4237,Agusan,4.45684694,2,1,2012,DS,AguD
MT4237,Isabela,5.961061544,2,1,2012,DS,IsaD
MT4237,Laguna,5.463273039,2,1,2012,DS,LagD
MT4237,Nueva Ecija,8.550400885,2,1,2012,DS,NueD
MT4241,Agusan,3.892195085,2,1,2012,DS,AguD
MT4241,Isabela,5.925269102,2,1,2012,DS,IsaD
MT4241,Laguna,5.171282889,2,1,2012,DS,LagD
MT4241,Nueva Ecija,7.91012493,2,1,2012,DS,NueD
MT4243,Agusan,4.054562454,2,1,2012,DS,AguD
MT4243,Isabela,5.995784709,2,1,2012,DS,IsaD
MT4243,Laguna,5.214437342,2,1,2012,DS,LagD
MT4243,Nueva Ecija,7.780458125,2,1,2012,DS,NueD
MT4248,Agusan,3.969133423,2,1,2012,DS,AguD
MT4248,Isabela,5.893309449,2,1,2012,DS,IsaD
MT4248,Laguna,5.134632891,2,1,2012,DS,LagD
MT4248,Nueva Ecija,7.518963346,2,1,2012,DS,NueD
MT4249,Agusan,4.368296343,2,1,2012,DS,AguD
MT4249,Isabela,5.78299715,2,1,2012,DS,IsaD
MT4249,Laguna,5.057273868,2,1,2012,DS,LagD
MT4249,Nueva Ecija,7.824823136,2,1,2012,DS,NueD
MT4257,Agusan,4.456819238,2,1,2012,DS,AguD
MT4257,Isabela,5.660212437,2,1,2012,DS,IsaD
MT4257,Laguna,4.977646846,2,1,2012,DS,LagD
MT4257,Nueva Ecija,8.0599859,2,1,2012,DS,NueD
MT4268,Agusan,3.980827727,2,1,2012,DS,AguD
MT4268,Isabela,5.521787444,2,1,2012,DS,IsaD
MT4268,Laguna,4.693312921,2,1,2012,DS,LagD
MT4268,Nueva Ecija,7.801090456,2,1,2012,DS,NueD
MT4276,Agusan,4.341720283,2,1,2012,DS,AguD
MT4276,Isabela,6.210255927,2,1,2012,DS,IsaD
MT4276,Laguna,5.352861999,2,1,2012,DS,LagD
MT4276,Nueva Ecija,8.303456477,2,1,2012,DS,NueD
MT4279,Agusan,3.914919436,2,1,2012,DS,AguD
MT4279,Isabela,6.018522948,2,1,2012,DS,IsaD
MT4279,Laguna,5.174737126,2,1,2012,DS,LagD
MT4279,Nueva Ecija,8.15915509,2,1,2012,DS,NueD
MT4280,Agusan,3.846931296,2,1,2012,DS,AguD
MT4280,Isabela,6.24339629,2,1,2012,DS,IsaD
MT4280,Laguna,5.314782136,2,1,2012,DS,LagD
MT4280,Nueva Ecija,8.391144473,2,1,2012,DS,NueD
MT4284,Agusan,4.736135936,2,1,2012,DS,AguD
MT4284,Isabela,5.625588364,2,1,2012,DS,IsaD
MT4284,Laguna,5.254530822,2,1,2012,DS,LagD
MT4284,Nueva Ecija,7.704620175,2,1,2012,DS,NueD
MT4285,Agusan,2.754358572,2,1,2012,DS,AguD
MT4285,Isabela,5.315197057,2,1,2012,DS,IsaD
MT4285,Laguna,4.412240894,2,1,2012,DS,LagD
MT4285,Nueva Ecija,7.352984529,2,1,2012,DS,NueD
MT4289,Agusan,4.62884846,2,1,2012,DS,AguD
MT4289,Isabela,6.018768814,2,1,2012,DS,IsaD
MT4289,Laguna,5.067837844,2,1,2012,DS,LagD
MT4289,Nueva Ecija,8.216333894,2,1,2012,DS,NueD
MT4297,Agusan,4.403313692,2,1,2012,DS,AguD
MT4297,Isabela,6.209267577,2,1,2012,DS,IsaD
MT4297,Laguna,5.306931038,2,1,2012,DS,LagD
MT4297,Nueva Ecija,8.036655373,2,1,2012,DS,NueD
MT4299,Agusan,3.925853995,2,1,2012,DS,AguD
MT4299,Isabela,5.372806571,2,1,2012,DS,IsaD
MT4299,Laguna,4.77900701,2,1,2012,DS,LagD
MT4299,Nueva Ecija,7.823651083,2,1,2012,DS,NueD
MT4320,Agusan,3.983626968,2,1,2012,DS,AguD
MT4320,Isabela,5.536848254,2,1,2012,DS,IsaD
MT4320,Laguna,5.109661248,2,1,2012,DS,LagD
MT4320,Nueva Ecija,7.862644284,2,1,2012,DS,NueD
MT4324,Agusan,3.568313794,2,1,2012,DS,AguD
MT4324,Isabela,5.543743497,2,1,2012,DS,IsaD
MT4324,Laguna,4.571389807,2,1,2012,DS,LagD
MT4324,Nueva Ecija,7.369740877,2,1,2012,DS,NueD
MT4536,Agusan,4.139239782,2,1,2012,DS,AguD
MT4536,Isabela,5.663097776,2,1,2012,DS,IsaD
MT4536,Laguna,5.051615462,2,1,2012,DS,LagD
MT4536,Nueva Ecija,7.58791366,2,1,2012,DS,NueD
MT4538,Agusan,4.22791757,2,1,2012,DS,AguD
MT4538,Isabela,5.951575144,2,1,2012,DS,IsaD
MT4538,Laguna,5.343743596,2,1,2012,DS,LagD
MT4538,Nueva Ecija,7.733673281,2,1,2012,DS,NueD
MT4543,Agusan,3.686707678,2,1,2012,DS,AguD
MT4543,Isabela,5.878901594,2,1,2012,DS,IsaD
MT4543,Laguna,5.149738849,2,1,2012,DS,LagD
MT4543,Nueva Ecija,8.147213789,2,1,2012,DS,NueD
MT4546,Agusan,3.839178922,2,1,2012,DS,AguD
MT4546,Isabela,5.660077472,2,1,2012,DS,IsaD
MT4546,Laguna,4.803034194,2,1,2012,DS,LagD
MT4546,Nueva Ecija,7.660874213,2,1,2012,DS,NueD
MT4547,Agusan,4.323667983,2,1,2012,DS,AguD
MT4547,Isabela,6.05299057,2,1,2012,DS,IsaD
MT4547,Laguna,5.265476958,2,1,2012,DS,LagD
MT4547,Nueva Ecija,7.692559015,2,1,2012,DS,NueD
MT4553,Agusan,3.813753486,2,1,2012,DS,AguD
MT4553,Isabela,5.318811033,2,1,2012,DS,IsaD
MT4553,Laguna,4.91478304,2,1,2012,DS,LagD
MT4553,Nueva Ecija,7.719441968,2,1,2012,DS,NueD
MT4554,Agusan,4.097919347,2,1,2012,DS,AguD
MT4554,Isabela,5.835741222,2,1,2012,DS,IsaD
MT4554,Laguna,5.433231067,2,1,2012,DS,LagD
MT4554,Nueva Ecija,7.856593858,2,1,2012,DS,NueD
MT4556,Agusan,4.125729746,2,1,2012,DS,AguD
MT4556,Isabela,5.581212136,2,1,2012,DS,IsaD
MT4556,Laguna,4.891935512,2,1,2012,DS,LagD
MT4556,Nueva Ecija,7.524971965,2,1,2012,DS,NueD
MT4566,Agusan,3.989359882,2,1,2012,DS,AguD
MT4566,Isabela,5.779419912,2,1,2012,DS,IsaD
MT4566,Laguna,5.270476067,2,1,2012,DS,LagD
MT4566,Nueva Ecija,7.86782869,2,1,2012,DS,NueD
MT4567,Agusan,3.307000847,2,1,2012,DS,AguD
MT4567,Isabela,5.893127261,2,1,2012,DS,IsaD
MT4567,Laguna,5.107025013,2,1,2012,DS,LagD
MT4567,Nueva Ecija,7.455963516,2,1,2012,DS,NueD
MT4574,Agusan,4.501270183,2,1,2012,DS,AguD
MT4574,Isabela,5.34920243,2,1,2012,DS,IsaD
MT4574,Laguna,5.363584163,2,1,2012,DS,LagD
MT4574,Nueva Ecija,8.343858506,2,1,2012,DS,NueD
MT4604,Agusan,4.247260871,2,1,2012,DS,AguD
MT4604,Isabela,5.819851701,2,1,2012,DS,IsaD
MT4604,Laguna,5.292147833,2,1,2012,DS,LagD
MT4604,Nueva Ecija,8.268600689,2,1,2012,DS,NueD
MT4622,Agusan,4.815903995,2,1,2012,DS,AguD
MT4622,Isabela,6.148264459,2,1,2012,DS,IsaD
MT4622,Laguna,5.583992656,2,1,2012,DS,LagD
MT4622,Nueva Ecija,8.664343924,2,1,2012,DS,NueD
MT4634,Agusan,4.555444686,2,1,2012,DS,AguD
MT4634,Isabela,6.333382176,2,1,2012,DS,IsaD
MT4634,Laguna,5.514536752,2,1,2012,DS,LagD
MT4634,Nueva Ecija,8.370526739,2,1,2012,DS,NueD
MT4639,Agusan,4.635842979,2,1,2012,DS,AguD
MT4639,Isabela,5.982495987,2,1,2012,DS,IsaD
MT4639,Laguna,5.310133234,2,1,2012,DS,LagD
MT4639,Nueva Ecija,7.756237196,2,1,2012,DS,NueD
MT4640,Agusan,4.231098685,2,1,2012,DS,AguD
MT4640,Isabela,6.023873159,2,1,2012,DS,IsaD
MT4640,Laguna,4.947141451,2,1,2012,DS,LagD
MT4640,Nueva Ecija,7.859963955,2,1,2012,DS,NueD
MT4641,Agusan,4.565442465,2,1,2012,DS,AguD
MT4641,Isabela,6.480221034,2,1,2012,DS,IsaD
MT4641,Laguna,5.264827863,2,1,2012,DS,LagD
MT4641,Nueva Ecija,7.951907742,2,1,2012,DS,NueD
MT4648,Agusan,4.638768382,2,1,2012,DS,AguD
MT4648,Isabela,5.798474302,2,1,2012,DS,IsaD
MT4648,Laguna,5.186933536,2,1,2012,DS,LagD
MT4648,Nueva Ecija,7.99324414,2,1,2012,DS,NueD
MT4650,Agusan,3.539416194,2,1,2012,DS,AguD
MT4650,Isabela,6.057478391,2,1,2012,DS,IsaD
MT4650,Laguna,5.089039883,2,1,2012,DS,LagD
MT4650,Nueva Ecija,8.065666626,2,1,2012,DS,NueD
MT4706,Agusan,4.365965911,2,1,2012,DS,AguD
MT4706,Isabela,5.585406273,2,1,2012,DS,IsaD
MT4706,Laguna,5.11342919,2,1,2012,DS,LagD
MT4706,Nueva Ecija,8.073122365,2,1,2012,DS,NueD
MT4712,Agusan,4.347605284,2,1,2012,DS,AguD
MT4712,Isabela,5.402657404,2,1,2012,DS,IsaD
MT4712,Laguna,5.465340775,2,1,2012,DS,LagD
MT4712,Nueva Ecija,7.938357779,2,1,2012,DS,NueD
MT4720,Agusan,4.233845126,2,1,2012,DS,AguD
MT4720,Isabela,6.007754806,2,1,2012,DS,IsaD
MT4720,Laguna,5.153539374,2,1,2012,DS,LagD
MT4720,Nueva Ecija,7.835667256,2,1,2012,DS,NueD
MT4722,Agusan,3.797573704,2,1,2012,DS,AguD
MT4722,Isabela,5.813529903,2,1,2012,DS,IsaD
MT4722,Laguna,4.739226547,2,1,2012,DS,LagD
MT4722,Nueva Ecija,7.647189327,2,1,2012,DS,NueD
MT4737,Agusan,4.166243386,2,1,2012,DS,AguD
MT4737,Isabela,6.180606775,2,1,2012,DS,IsaD
MT4737,Laguna,5.631411074,2,1,2012,DS,LagD
MT4737,Nueva Ecija,8.485045684,2,1,2012,DS,NueD
MT4748,Agusan,4.357559291,2,1,2012,DS,AguD
MT4748,Isabela,5.924369804,2,1,2012,DS,IsaD
MT4748,Laguna,5.543038334,2,1,2012,DS,LagD
MT4748,Nueva Ecija,8.160370757,2,1,2012,DS,NueD
MT4756,Agusan,3.916181949,2,1,2012,DS,AguD
MT4756,Isabela,5.417091647,2,1,2012,DS,IsaD
MT4756,Laguna,4.767234612,2,1,2012,DS,LagD
MT4756,Nueva Ecija,7.34381165,2,1,2012,DS,NueD
MT4779,Agusan,3.901186153,2,1,2012,DS,AguD
MT4779,Isabela,6.018500604,2,1,2012,DS,IsaD
MT4779,Laguna,5.533834751,2,1,2012,DS,LagD
MT4779,Nueva Ecija,8.120993697,2,1,2012,DS,NueD
MT4809,Agusan,4.029210707,2,1,2012,DS,AguD
MT4809,Isabela,5.560998158,2,1,2012,DS,IsaD
MT4809,Laguna,4.962700235,2,1,2012,DS,LagD
MT4809,Nueva Ecija,7.683851621,2,1,2012,DS,NueD
MT4901,Agusan,3.969063025,2,1,2012,DS,AguD
MT4901,Isabela,5.680624945,2,1,2012,DS,IsaD
MT4901,Laguna,5.334065149,2,1,2012,DS,LagD
MT4901,Nueva Ecija,7.650424349,2,1,2012,DS,NueD
MT4902,Agusan,4.477241063,2,1,2012,DS,AguD
MT4902,Isabela,5.767517053,2,1,2012,DS,IsaD
MT4902,Laguna,6.090109226,2,1,2012,DS,LagD
MT4902,Nueva Ecija,7.777157926,2,1,2012,DS,NueD
MT4903,Agusan,4.464851189,2,1,2012,DS,AguD
MT4903,Isabela,5.708165982,2,1,2012,DS,IsaD
MT4903,Laguna,5.167588707,2,1,2012,DS,LagD
MT4903,Nueva Ecija,8.358601542,2,1,2012,DS,NueD
MT4904,Agusan,3.887733098,2,1,2012,DS,AguD
MT4904,Isabela,5.889342401,2,1,2012,DS,IsaD
MT4904,Laguna,5.006503139,2,1,2012,DS,LagD
MT4904,Nueva Ecija,7.93974105,2,1,2012,DS,NueD
MT5211,Agusan,4.25636878,2,1,2012,DS,AguD
MT5211,Isabela,5.689103281,2,1,2012,DS,IsaD
MT5211,Laguna,5.207145281,2,1,2012,DS,LagD
MT5211,Nueva Ecija,7.40964875,2,1,2012,DS,NueD
MT4004,Agusan,3.274431405,2,1,2012,WS,AguW
MT4004,Bohol,2.429873821,2,1,2012,WS,BohW
MT4004,Isabela,6.273881567,2,1,2012,WS,IsaW
MT4004,Laguna,4.363450774,2,1,2012,WS,LagW
MT4004,Midsayap,3.386804643,2,1,2012,WS,MidW
MT4004,Nueva Ecija,4.685078836,2,1,2012,WS,NueW
MT4008,Agusan,3.000474848,2,1,2012,WS,AguW
MT4008,Bohol,2.344074727,2,1,2012,WS,BohW
MT4008,Isabela,6.61937238,2,1,2012,WS,IsaW
MT4008,Laguna,4.179048855,2,1,2012,WS,LagW
MT4008,Midsayap,2.13271659,2,1,2012,WS,MidW
MT4008,Nueva Ecija,4.241346517,2,1,2012,WS,NueW
MT4017,Agusan,3.841013339,2,1,2012,WS,AguW
MT4017,Bohol,2.82176829,2,1,2012,WS,BohW
MT4017,Isabela,6.82483098,2,1,2012,WS,IsaW
MT4017,Laguna,4.598348605,2,1,2012,WS,LagW
MT4017,Midsayap,2.442637712,2,1,2012,WS,MidW
MT4017,Nueva Ecija,4.597000423,2,1,2012,WS,NueW
MT4018,Agusan,3.24873972,2,1,2012,WS,AguW
MT4018,Bohol,2.549096222,2,1,2012,WS,BohW
MT4018,Isabela,6.573068564,2,1,2012,WS,IsaW
MT4018,Laguna,4.33149214,2,1,2012,WS,LagW
MT4018,Midsayap,2.341792201,2,1,2012,WS,MidW
MT4018,Nueva Ecija,3.903762606,2,1,2012,WS,NueW
MT4019,Agusan,3.421661895,2,1,2012,WS,AguW
MT4019,Bohol,2.5342401,2,1,2012,WS,BohW
MT4019,Isabela,6.656802047,2,1,2012,WS,IsaW
MT4019,Laguna,4.208510458,2,1,2012,WS,LagW
MT4019,Midsayap,2.291750973,2,1,2012,WS,MidW
MT4019,Nueva Ecija,4.587270379,2,1,2012,WS,NueW
MT4026,Agusan,3.600088916,2,1,2012,WS,AguW
MT4026,Bohol,2.417133257,2,1,2012,WS,BohW
MT4026,Isabela,6.635378559,2,1,2012,WS,IsaW
MT4026,Laguna,4.625990356,2,1,2012,WS,LagW
MT4026,Midsayap,2.634140099,2,1,2012,WS,MidW
MT4026,Nueva Ecija,4.523801913,2,1,2012,WS,NueW
MT4036,Agusan,3.789326062,2,1,2012,WS,AguW
MT4036,Bohol,2.789537921,2,1,2012,WS,BohW
MT4036,Isabela,6.530207081,2,1,2012,WS,IsaW
MT4036,Laguna,4.676675994,2,1,2012,WS,LagW
MT4036,Midsayap,2.574370769,2,1,2012,WS,MidW
MT4036,Nueva Ecija,4.751810663,2,1,2012,WS,NueW
MT4038,Agusan,4.258191152,2,1,2012,WS,AguW
MT4038,Bohol,2.646141915,2,1,2012,WS,BohW
MT4038,Isabela,6.855913049,2,1,2012,WS,IsaW
MT4038,Laguna,5.064839369,2,1,2012,WS,LagW
MT4038,Midsayap,3.747356403,2,1,2012,WS,MidW
MT4038,Nueva Ecija,5.222513659,2,1,2012,WS,NueW
MT4041,Agusan,3.579776619,2,1,2012,WS,AguW
MT4041,Bohol,2.744293852,2,1,2012,WS,BohW
MT4041,Isabela,5.539947317,2,1,2012,WS,IsaW
MT4041,Laguna,3.926801706,2,1,2012,WS,LagW
MT4041,Midsayap,2.481669432,2,1,2012,WS,MidW
MT4041,Nueva Ecija,4.069012745,2,1,2012,WS,NueW
MT4049,Agusan,3.383653505,2,1,2012,WS,AguW
MT4049,Bohol,3.41823828,2,1,2012,WS,BohW
MT4049,Isabela,6.756618789,2,1,2012,WS,IsaW
MT4049,Laguna,4.600239052,2,1,2012,WS,LagW
MT4049,Midsayap,3.013468459,2,1,2012,WS,MidW
MT4049,Nueva Ecija,5.248987244,2,1,2012,WS,NueW
MT4050,Agusan,3.556796218,2,1,2012,WS,AguW
MT4050,Bohol,2.645224731,2,1,2012,WS,BohW
MT4050,Isabela,6.260595256,2,1,2012,WS,IsaW
MT4050,Laguna,4.577489853,2,1,2012,WS,LagW
MT4050,Midsayap,2.791625913,2,1,2012,WS,MidW
MT4050,Nueva Ecija,4.732567212,2,1,2012,WS,NueW
MT4053,Agusan,3.589397723,2,1,2012,WS,AguW
MT4053,Bohol,3.036909962,2,1,2012,WS,BohW
MT4053,Isabela,6.521762077,2,1,2012,WS,IsaW
MT4053,Laguna,5.137871848,2,1,2012,WS,LagW
MT4053,Midsayap,2.818808903,2,1,2012,WS,MidW
MT4053,Nueva Ecija,4.577304336,2,1,2012,WS,NueW
MT4054,Agusan,3.548058914,2,1,2012,WS,AguW
MT4054,Bohol,2.985864131,2,1,2012,WS,BohW
MT4054,Isabela,6.551775698,2,1,2012,WS,IsaW
MT4054,Laguna,4.939965374,2,1,2012,WS,LagW
MT4054,Midsayap,2.932160306,2,1,2012,WS,MidW
MT4054,Nueva Ecija,4.375375681,2,1,2012,WS,NueW
MT4055,Agusan,4.026566851,2,1,2012,WS,AguW
MT4055,Bohol,3.08356109,2,1,2012,WS,BohW
MT4055,Isabela,6.540861967,2,1,2012,WS,IsaW
MT4055,Laguna,4.91954379,2,1,2012,WS,LagW
MT4055,Midsayap,3.079460587,2,1,2012,WS,MidW
MT4055,Nueva Ecija,4.858933035,2,1,2012,WS,NueW
MT4066,Agusan,3.653707335,2,1,2012,WS,AguW
MT4066,Bohol,2.412127784,2,1,2012,WS,BohW
MT4066,Isabela,6.284152193,2,1,2012,WS,IsaW
MT4066,Laguna,3.677701973,2,1,2012,WS,LagW
MT4066,Midsayap,2.732569168,2,1,2012,WS,MidW
MT4066,Nueva Ecija,4.368462271,2,1,2012,WS,NueW
MT4075,Agusan,2.972323472,2,1,2012,WS,AguW
MT4075,Bohol,2.154187468,2,1,2012,WS,BohW
MT4075,Isabela,5.152616349,2,1,2012,WS,IsaW
MT4075,Laguna,3.757112472,2,1,2012,WS,LagW
MT4075,Midsayap,1.151246252,2,1,2012,WS,MidW
MT4075,Nueva Ecija,3.49076201,2,1,2012,WS,NueW
MT4087,Agusan,3.638594234,2,1,2012,WS,AguW
MT4087,Bohol,3.102599242,2,1,2012,WS,BohW
MT4087,Isabela,6.506971028,2,1,2012,WS,IsaW
MT4087,Laguna,5.147094751,2,1,2012,WS,LagW
MT4087,Midsayap,3.10805283,2,1,2012,WS,MidW
MT4087,Nueva Ecija,4.880488441,2,1,2012,WS,NueW
MT4088,Agusan,3.788811956,2,1,2012,WS,AguW
MT4088,Bohol,3.111056719,2,1,2012,WS,BohW
MT4088,Isabela,6.496006959,2,1,2012,WS,IsaW
MT4088,Laguna,5.007468268,2,1,2012,WS,LagW
MT4088,Midsayap,3.032785062,2,1,2012,WS,MidW
MT4088,Nueva Ecija,4.436808177,2,1,2012,WS,NueW
MT4094,Agusan,3.031696122,2,1,2012,WS,AguW
MT4094,Bohol,2.365838367,2,1,2012,WS,BohW
MT4094,Isabela,5.861064443,2,1,2012,WS,IsaW
MT4094,Laguna,4.429559503,2,1,2012,WS,LagW
MT4094,Midsayap,1.627767439,2,1,2012,WS,MidW
MT4094,Nueva Ecija,3.743803418,2,1,2012,WS,NueW
MT4095,Agusan,3.273391565,2,1,2012,WS,AguW
MT4095,Bohol,2.405123278,2,1,2012,WS,BohW
MT4095,Isabela,6.419665576,2,1,2012,WS,IsaW
MT4095,Laguna,4.372977851,2,1,2012,WS,LagW
MT4095,Midsayap,2.541509899,2,1,2012,WS,MidW
MT4095,Nueva Ecija,4.094950312,2,1,2012,WS,NueW
MT4105,Agusan,3.504904637,2,1,2012,WS,AguW
MT4105,Bohol,2.737303488,2,1,2012,WS,BohW
MT4105,Isabela,6.640484716,2,1,2012,WS,IsaW
MT4105,Laguna,4.882256474,2,1,2012,WS,LagW
MT4105,Midsayap,3.035082383,2,1,2012,WS,MidW
MT4105,Nueva Ecija,4.4983974,2,1,2012,WS,NueW
MT4110,Agusan,3.751437422,2,1,2012,WS,AguW
MT4110,Bohol,3.208760747,2,1,2012,WS,BohW
MT4110,Isabela,6.295213952,2,1,2012,WS,IsaW
MT4110,Laguna,4.71739402,2,1,2012,WS,LagW
MT4110,Midsayap,2.704752044,2,1,2012,WS,MidW
MT4110,Nueva Ecija,4.349696745,2,1,2012,WS,NueW
MT4133,Agusan,4.556266927,2,1,2012,WS,AguW
MT4133,Bohol,3.688685077,2,1,2012,WS,BohW
MT4133,Isabela,6.488871608,2,1,2012,WS,IsaW
MT4133,Laguna,4.703855933,2,1,2012,WS,LagW
MT4133,Midsayap,2.914539659,2,1,2012,WS,MidW
